gia_ban,log_gia_ban,dien_tich_m2,log_dien_tich,quan_huyen,phuong,ten_duong,loai_hinh,so_phong_ngu,so_tang,so_wc,mat_tien_m,rong_hem_m,mat_do_xay,la_hem,la_mat_tien,co_so_hong,co_noi_that,oto_vao,gan_truong_cho,chinh_chu,co_tt_phong_ngu,co_tt_mat_tien,nguon_du_lieu,tieu_de_sach,mo_ta_sach,url
6600.0,8.794824928014517,64.0,4.1588830833596715,Quận 3,Khong_ro,Khong_ro,Nhà riêng,3.0,1.0,3.0,-1.0,-1.0,64.0,0,1,1,0,0,0,0,0,0,cafeland,"Bán nhà riêng: Bán Nhà Mặt Tiền 86 Nguyễn Thông, P9, Q3","Bán nhà riêng Nhiêu Lộc, TP. Hồ Chí Minh Bán Nhà Mặt Tiền 86 Nguyễn Thông, P9, Q3 Diện tích: 8 x 8m – Công nhận  <SO>  Kết cấu: Cấp 4 Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Giá bán:  <SO>  (thương lượng) Liên hệ: 0939.89.22.77 Giá : 6.600.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-mat-tien-86-nguyen-thong-p9-q3-3173951.html
37000.0,10.51867319162636,158.6,5.066385309200747,Quận 10,15,Khong_ro,Nhà riêng,3.0,3.0,3.0,-1.0,-1.0,475.79999999999995,0,1,1,0,0,0,0,0,0,cafeland,"Bán nhà riêng: Bán Nhà Mặt Tiền M8B Thất Sơn, P.15, Q.10","Bán nhà riêng Hòa Hưng, TP. Hồ Chí Minh Bán Nhà Mặt Tiền M8B Thất Sơn, P.15, Q.10 Diện tích: 6.1 x 26m – Công nhận  <SO>  Kết cấu: 3 lầu Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Giá bán:  <SO>  (thương lượng) Liên hệ: 0939.89.22.77 Giá : 37.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-mat-tien-m8b-that-son-p15-q10-3173957.html
26000.0,10.165851817003619,66.03,4.19010918420648,Quận 10,Khong_ro,Khong_ro,Nhà riêng,3.0,4.0,3.0,-1.0,-1.0,264.12,0,1,1,0,0,0,0,0,0,cafeland,"Bán nhà riêng: Bán Nhà Mặt Tiền 155 Hồ Bá Kiện, P15, Q10","Bán nhà riêng Hòa Hưng, TP. Hồ Chí Minh Bán Nhà Mặt Tiền 155 Hồ Bá Kiện, P15, Q10 Diện tích: 4.75 x 13.9m – Công nhận  <SO>  Kết cấu: 4 lầu Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Giá bán:  <SO>  (thương lượng) Liên hệ: 0939.89.22.77 Giá : 26.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-mat-tien-155-ho-ba-kien-p15-q10-3173959.html
16900.0,9.735068900911164,125.0,4.8283137373023015,Quận 1,Khong_ro,Khong_ro,Căn hộ,2.0,1.0,2.0,-1.0,-1.0,125.0,0,0,1,1,0,1,1,1,0,cafeland,Bán căn hộ chung cư: Bán gấp đảo kim cương 2pn  <SO>  cắt lỗ  <SO>  view thủ thi,"Bán căn hộ chung cư Bình Trưng, TP. Hồ Chí Minh Chính chủ gửi bán căn hộ Đảo Kim Cương (Diamond Island) với mức giá cắt lỗ hấp dẫn, phù hợp khách mua ở hoặc đầu tư giữ tài sản tại khu Đông TP.HCM. Thông tin căn hộ -Loại căn: 2 phòng ngủ -Diện tích:  <SO>  -Giá bán:  <SO>  (có thương lượng trực tiếp với chủ nhà) -Pháp lý: Sổ hồng sở hữu lâu dài -Tình trạng: Nhà đẹp, dọn vào ở ngay Điểm nổi bật: -View trực diện khu đô thị Thủ Thiêm và trung tâm Quận 1, tầm nhìn rộng, thoáng và đẳng cấp. -Thiết kế rộng rãi, tối ưu công năng với phòng khách lớn, ban công thoáng mát, đón gió và ánh sáng tự nhiên. -Nội thất cao cấp, được giữ gìn cẩn thận. -Môi trường sống yên tĩnh, riêng tư, cộng đồng cư dân văn minh. Tiện ích đẳng cấp: -Hồ bơi chuẩn resort. -Phòng gym, spa, sauna. -Sân tennis, sân thể thao đa năng. -Công viên ven sông, khu BBQ, khu vui chơi trẻ em. -Bến du thuyền, an ninh 24/7, lễ tân chuyên nghiệp. Vị trí kết nối thuận tiện: -Chỉ vài phút đến Khu đô thị Thủ Thiêm. -Kết nối nhanh Quận 1, Bình Thạnh, Quận 7 qua hầm Thủ Thiêm, cầu Thủ Thiêm và Xa lộ Hà Nội. -Gần trường quốc tế, trung tâm thương mại, bệnh viện và đầy đủ tiện ích cao cấp. Giá bán  <SO>  Giá cắt lỗ tốt so với mặt bằng khu vực. Chủ nhà thiện chí bán nhanh, có thương lượng cho khách hàng thiện chí và giao dịch nhanh. Xem thêm Giá : 16.900.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-ban-gap-dao-kim-cuong-2pn-125m2-cat-lo-169-ty-view-thu-thi-3173923.html
34500.0,10.448714603019452,135.0,4.90527477843843,Quận 2,Khong_ro,Khong_ro,Căn hộ,3.0,1.0,2.0,-1.0,-1.0,135.0,0,0,0,1,0,0,0,1,0,cafeland,Bán căn hộ chung cư: Huyền lê bán nhanh 3pn view sông siêu rẻ  <SO>  zeitriver,"Bán căn hộ chung cư An Khánh, TP. Hồ Chí Minh Huyền Lê - (Việt / Korean / English). Chuyên cho thuê, chuyển nhượng dự án ZeitRiver Thủ Thiêm. Deal Hot - Bán căn hộ cao cấp Zeit River Thủ Thiêm biểu tượng sống sang trọng bậc nhất tại Quận 2, do Tập đoàn GS E&C (Hàn Quốc) phát triển. Trục view sông cực hiếm có giá rẻ. Giá Full nội thất mới xịn. * Thông tin căn hộ: Tháp: T2 Zeit River Thủ Thiêm. Diện tích:  <SO> . Thiết kế: 3 phòng ngủ, 2 WC. Nội thất đẩy đủ hoàn thiện vào ở ngay, nhà mới chưa qua sử dụng View: Sông Sài Gòn + Quận 1 + công viên ven sông. * Giá bán:  <SO>  (bao gồm tất cả thuế phí) - tốt nhất trên thị trường. * Tiện ích nổi bật: Hơn 40 tiện ích chuẩn 5 sao: Sky Pool, sky lounge, sky gym, sky garden, spa, jacuzzi, khu BBQ, khu vui chơi trẻ em, cầu trên không... * Công nghệ thông minh lần đầu xuất hiện tại Thủ Thiêm: Smart Home: Điều khiển toàn bộ căn hộ chỉ với 1 chạm. Smart Parking: Trợ lý ảo tìm & đỗ xe thông minh. Smart Pass: Nhận diện gương mặt khi ra/vào. Smart Energy: Tối ưu không khí tươi & tiết kiệm năng lượng. * Liên kết vùng: Chỉ 5 phút đến Sala, Lumiere Riverside, Estella Heights, Empire City, Metropole, Grand Marina, Vinhomes Ba Son, Sunwah Pearl, The River, Lancaster, Đảo Kim Cương... Liên hệ ngay Huyền Lê để xem nhà thực tế và nhận tư vấn chi tiết về căn hộ view sông Thủ Thiêm. VP tại dự án - hỗ trợ xem nhà 24/7. Cám ơn AC đã xem tin. Xem thêm Giá : 34.500.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-huyen-le-ban-nhanh-3pn-view-song-sieu-re-34ty-zeitriver-3173920.html
28000.0,10.239959789157341,222.0,5.402677381872279,Quận 2,Khong_ro,Khong_ro,Đất,3.0,4.0,3.0,15.0,-1.0,888.0,0,1,1,0,0,0,1,0,1,cafeland,"Bán đất thổ cư: Bán lô góc  <SO>  trục chính kdc phú nhuận, bình trưng đông q2. v","Bán đất thổ cư Bình Trưng, TP. Hồ Chí Minh Chính chủ gửi bán lô đất siêu đẹp  <SO>  công nhận trên sổ. Thuộc trục chính đường nhựa 16m. Giá cực kỳ tốt, giảm từ  <SO>  về  <SO> . – Thuộc Khu Dân Cư Phú Nhuận, Bình Trưng Đông, Quận 2. Đối diện Khu Đô Thị Lake View City. Diện tích ngang 15m dài 16m. Góc 2 mặt tiền. Sổ hồng riêng cá nhân. Quy hoạch xây được: Hầm 4 tầng. Giá bán chỉ  <SO> , còn thương lượng. Liên hệ Ngô Hinh nắm nhiều sản phẩm giá tốt đầu tư. Xem thêm Giá : 28.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-dat-tho-cu-ban-lo-goc-222m2-truc-chinh-kdc-phu-nhuan-binh-trung-dong-q2-v-3173924.html
9300.0,9.137769679141348,94.0,4.543294782270004,Quận 1,An Khánh,Khong_ro,Căn hộ,3.0,8.0,2.0,-1.0,-1.0,752.0,0,1,1,1,0,1,0,1,0,cafeland,Bán căn hộ chung cư: Bán căn hộ de capella quận 2. zalo 0903 358 ***,"Bán căn hộ chung cư An Khánh, TP. Hồ Chí Minh Bán căn hộ De Capella  <SO>  3PN căn góc 2 view hồ bơi sổ hồng giá tốt. Thông tin. Diện tích:  <SO>  (tim tường). 3 phòng ngủ 2 toilet. Tầng trung. Hướng cửa: Tây Nam. Hướng ban công: Đông Bắc phòng ngủ view Đông Nam. Nội thất: Bếp trên dưới, bếp điện, máy hút mùi, tủ lạnh, bàn ăn, sofa, giường, tủ âm tường, bàn làm việc, rèm cửa, máy lạnh, thiết bị vệ sinh cao cấp. Tình trạng: Đang ở. Giá bán:  <SO> . Căn góc 2 mặt thoáng, view hồ bơi, không bị chắn. Ban công rộng, đón gió tốt, ánh sáng tự nhiên. Layout vuông, phòng rộng, tối ưu công năng. Có balcony rộng, lô gia giặt phơi riêng biệt. Chiều cao trần ~3m. Pháp lý. Sổ hồng riêng, sở hữu lâu dài. Đã hoàn công, đủ điều kiện sang tên ngay. Không quy hoạch, không tranh chấp. Hỗ trợ vay ngân hàng. PCCC đạt chuẩn, ban quản lý Savills vận hành chuyên nghiệp. Hồ sơ đầy đủ, giao dịch nhanh. Vị trí. De Capella 116 Lương Định Của, phường An Khánh, TPHCM. https://maps.app.goo.gl/hpjxkMwWtxdVxHdU8?g_st=ic Mặt tiền Lương Định Của kết nối Mai Chí Thọ Xa lộ Hà Nội. 3 phút ra Mai Chí Thọ, 5 phút Thủ Thiêm, 10 phút Quận 1. Gần Metro số 1, Vincom Mega Mall, Estella, BigC. Gần trường quốc tế, bệnh viện, đầy đủ tiện ích. Khu vực cao ráo, không ngập nước. Nhu cầu thuê cao, phù hợp ở thực và đầu tư. 2 block A - B cao 22 tầng, mật độ thấp, hành lang rộng, thang máy KONE. Tiện ích nội khu đầy đủ: Hồ bơi, gym, công viên, sky garden, shophouse, an ninh 24/7. Liên hệ. Thu Huong Land Minh Thái Luật sư & Bất động sản. Hotline/Zalo/Viber: . Zalo OA: Https://zalo.me/ Website: Https://www.luatsuvabatdongsan.com Dịch vụ chuyên nghiệp tốt pháp lý chuẩn. Xem thêm Giá : 9.300.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-ban-can-ho-de-capella-quan-2-zalo-0903-358-3173918.html
15000.0,9.615805480084347,96.0,4.564348191467836,Quận 2,Bình Trưng Tây,Nguyễn Tuyển,Nhà riêng,3.0,1.0,3.0,8.0,-1.0,96.0,0,1,1,0,0,0,0,0,1,cafeland,Bán nhà riêng: Nhà ngang 8 x 12m góc 2 mặt tiền đường nguyễn tuyển bán  <SO> ,"Bán nhà riêng Bình Trưng, TP. Hồ Chí Minh Bán nhà góc 2 mặt tiền đường Nguyễn Tuyển - Phường Bình Trưng Tây Quận 2 - Diện tích (ngang 8m x 12m, tdt 96m (toàn bộ thổ cư), góc 2 mặt tiền đường. - Đường thông rộng 12m và 6m - Pháp lý sổ hồng, tiện ở, xây tòa nhà.v.v... - Gía bán  <SO>  lh Sơn Bảy Giá : 15.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-nha-ngang-8-x-12m-goc-2-mat-tien-duong-nguyen-tuyen-ban-15-ty-3173927.html
3050.0,8.022896869601457,55.0,4.007333185232471,Quận 1,Khong_ro,Khong_ro,Căn hộ,2.0,1.0,2.0,-1.0,-1.0,55.0,0,0,0,0,0,1,0,1,0,cafeland,"Bán căn hộ chung cư: Cc citiesto | hiếm có căn góc view đông nam giá  <SO>  050, t","Bán căn hộ chung cư Cát Lái, TP. Hồ Chí Minh Citi Esto Cát Lái view Đông Nam mát mẻ Thông tin căn hộ: Diện tích:  <SO>  Thiết kế căn góc: 2PN 2WC Tầng trung, thoáng mát quanh năm Khu dân cư hiện hữu, an ninh 24/7 Vị trí trung tâm Cát Lái: Chỉ khoảng 10 phút đến Khu đô thị Thủ Thiêm Kết nối nhanh Mai Chí Thọ, Xa lộ Hà Nội, Cao tốc Long Thành Dầu Giây Tiện ích đầy đủ: hồ bơi, gym, công viên, siêu thị, trường học Giá chỉ  <SO>  - ĐÃ CÓ SỔ Một trong những căn hộ vị trí góc mức giá dễ tiếp cận nhất khu vực hiện nay. Phù hợp: Gia đình trẻ cần nơi an cư ổn định Chuyên gia làm việc tại Thủ Thiêm, Quận 1 Nhà đầu tư đón đầu tiềm năng tăng giá từ hạ tầng khu Đông Liên hệ: Chí Hiếu Xem nhà thực tế và nhận thông tin chi tiết. Xem thêm Giá : 3.050.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-cc-citiesto-hiem-co-can-goc-view-dong-nam-gia-3-ty-050-t-3173941.html
9200.0,9.126958763037132,89.0,4.48863636973214,Quận 2,Khong_ro,Khong_ro,Nhà riêng,5.0,3.0,4.0,4.0,-1.0,267.0,0,1,1,1,0,1,0,1,1,cafeland,"Bán nhà riêng: Bán nhà ngay chợ tân lập q2 thủ đức cũ,  <SO>  nở hậu 5pn, kinh doa","Bán nhà riêng Bình Trưng, TP. Hồ Chí Minh Bán nhà mặt tiền Bình Trưng Đông - Quận 2 - vị trí kinh doanh đắc địa - giá chỉ  <SO> . Diện tích:  <SO>  (ngang 4m, nở hậu 5,2m, dài 20m). Kết cấu: 1 trệt, 3 lầu. 5 phòng ngủ rộng rãi. Thiết kế hiện đại, công năng tối ưu. Nội thất cao cấp phong cách Châu Âu. Tặng toàn bộ nội thất cho khách thiện chí. Ưu điểm nổi bật: Nhà mặt tiền khu dân cư hiện hữu, phù hợp vừa ở vừa kinh doanh. Thích hợp mở công ty, văn phòng đại diện, spa, showroom, cửa hàng hoặc cho thuê khai thác dòng tiền. Vị trí gần chợ Tân Lập, khu vực dân cư đông đúc, lưu lượng người qua lại cao. Kết nối nhanh ra Nguyễn Duy Trinh, Mai Chí Thọ, cao tốc TP. HCM - Long Thành - Dầu Giây. Thuận tiện di chuyển đến Thủ Thiêm, Quận 1, Quận 3, Quận 5 và các khu trung tâm thành phố. Tiện ích xung quanh: Gần chợ, trường học, ngân hàng, siêu thị, bệnh viện. Khu vực an ninh, dân trí cao, hạ tầng hoàn thiện. Môi trường sống văn minh, phù hợp an cư lâu dài. Pháp lý: Sổ hồng riêng. Pháp lý chuẩn chỉnh. Công chứng sang tên ngay. Giá bán:  <SO>  (thương lượng). Liên hệ xem nhà thực tế: . Xem thêm Giá : 9.200.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-ngay-cho-tan-lap-q2-thu-duc-cu-89m2-no-hau-5pn-kinh-doa-3173931.html
4250.0,8.354674261918463,75.0,4.31748811353631,Quận 2,Khong_ro,Khong_ro,Căn hộ,2.0,1.0,2.0,-1.0,-1.0,75.0,0,0,0,0,0,0,0,1,0,cafeland,Bán căn hộ chung cư: Rõ ràng giá chính xác. hiếm có 1 căn view ngoài tầng cao 75,"Bán căn hộ chung cư Bình Trưng, TP. Hồ Chí Minh Tầng cao. View ngoài thoáng mát, nhà mới đẹp. Bán căn hộ Homyland Riverside. 403A Nguyễn Duy Trinh, Quận 2. Căn hộ  <SO> , 2PN - 2WC. Giá bán:  <SO>  250 Tiện ích xung quanh đầy đủ. Xem căn hộ 24/24: . Giá : 4.250.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-ro-rang-gia-chinh-xac-hiem-co-1-can-view-ngoai-tang-cao-75-3173932.html
3000.0,8.006367567650246,50.0,3.912023005428146,Quận 2,Cát Lái,Khong_ro,Căn hộ,2.0,1.0,2.0,-1.0,-1.0,50.0,0,0,1,1,0,1,0,1,0,cafeland,Bán căn hộ chung cư: Cc citialto | căn hộ mới bg2025 2pn2wc. nhà đã có nội thất,"Bán căn hộ chung cư Cát Lái, TP. Hồ Chí Minh Chung cư CitiAlto - Phường Cát Lái, Quận 2 (cũ). Vị trí: Cách cầu Phú Mỹ, cao tốc Long Thành - Dầu Giây chỉ 10 phút đi xe. Cách hầm Thủ Thiêm. Cầu Sài Gòn chỉ 15 phút đi xe. Tiện ích: Hồ bơi, siêu thị, tiệm thuốc, chợ, quán ăn,... Trường học Mầm non, Tiểu học, Trung học cơ sở đạt chuẩn Quốc Gia chỉ 5 phút đi bộ ngay trong khu. Thông tin căn hộ: - Căn 2 Phòng ngủ, 2WC - DT thông thủy:  <SO> . - Tầng trung đẹp, cửa chính Tây Bắc, view Đông Nam hồ bơi - Pháp lý: Hợp đồng mua bán. - Giá  <SO>  (Hỗ trợ vay ngân hàng). Giá bao gồm toàn bộ chi phí và 5% sổ hồng. Thông tin liên hệ: Call/Zalo/Viber/Sms: - Chí Hiếu. Văn phòng: 128, Đường 38 - CL, Phường Cát Lái, TP. Thủ Đức (Cách chung cư CitiAlto 100m). Xem thêm Giá : 3.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-cc-citialto-can-ho-moi-bg2025-2pn2wc-nha-da-co-noi-that-3173937.html
2600.0,7.8632667240095735,60.0,4.0943445622221,Quận 2,Cát Lái,Khong_ro,Căn hộ,2.0,1.0,2.0,-1.0,-1.0,60.0,0,0,1,1,0,1,0,1,0,cafeland,"Bán căn hộ chung cư: Cc citi home | 2pn, 2wc,  <SO>  đầy đủ nội thất chỉ với 2,6 t","Bán căn hộ chung cư Cát Lái, TP. Hồ Chí Minh Nằm ở Citi Home, Phường Cát Lái, Hồ Chí Minh, trước đây Quận 2, Hồ Chí Minh, căn hộ CC Citi Home này là lựa chọn lý tưởng cho những ai yêu thích không gian sống tại KĐT mà gần trung tâm TPHCM, dễ di chuyển - Diện tích  <SO>  với 2PN rộng rãi, 2WC đầy đủ tiện nghi - Pháp lý đầy đủ, sổ đỏ sẵn sàng - Phong thủy tốt, mang lại tài lộc cho gia chủ Địa điểm xung quanh: - Bệnh viện Lê Văn Thịnh - Siêu thị Bách Hóa Xanh - Siêu thị KingFood - Trường mầm non, trường cấp 1, trường cấp 2, đại học, ... Liên hệ ngay để được tư vấn miễn phí, gọi hoặc liên hệ với Chí Hiếu. Xem thêm Giá : 2.600.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-can-ho-chung-cu-cc-citi-home-2pn-2wc-62m2-day-du-noi-that-chi-voi-26-t-3173938.html
7500.0,8.922658299524402,103.0,4.634728988229636,Quận 2,Cát Lái,Lê Đình Quản,Đất,3.0,1.0,3.0,-1.0,-1.0,103.0,0,0,0,0,1,0,1,0,0,cafeland,Bán đất thổ cư: Cần bán lô đất  <SO>  đường ô tô thông xe ra nguyễn thị định giá,"Bán đất thổ cư Cát Lái, TP. Hồ Chí Minh Hàng mới về chính chủ gửi bán Lô đất đường Lê Đình Quản, thông xe ra Nguyễn Thị Định, P. Cát Lái, Q.2 (TP. Thủ Đức) Diện tích:  <SO>  (4,39m x 24m) Giá bán:  <SO>  (thương lượng nhẹ) Khu dân cư hiện hữu, vị trí đẹp Thuận tiện di chuyển, tiềm năng tăng giá Liên hệ Kiệt: xem vị trí đất Giá : 7.500.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-dat-tho-cu-can-ban-lo-dat-103m2-duong-o-to-thong-xe-ra-nguyen-thi-dinh-gia-3173942.html
13600.0,9.517825071724143,149.43,5.006828055753302,Quận Tân Phú,Khong_ro,Khong_ro,Nhà riêng,3.0,3.0,3.0,-1.0,-1.0,448.29,0,1,1,0,0,0,0,0,0,cafeland,"Bán nhà riêng: Bán Nhà Mặt Tiền 136 Chế Lan Viên, Tây Thạnh, Tân Phú","Bán nhà riêng Tây Thạnh, TP. Hồ Chí Minh Bán Nhà Mặt Tiền 136 Chế Lan Viên, Tây Thạnh, Tân Phú Diện tích: 21.5 x 6.95m – Công nhận  <SO>  Kết cấu: 3 lầu Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Giá bán:  <SO>  (thương lượng) Liên hệ: 0939.89.22.77 Giá : 13.600.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-mat-tien-136-che-lan-vien-tay-thanh-tan-phu-3174120.html
28000.0,10.239959789157341,96.0,4.564348191467836,Quận Tân Bình,Khong_ro,Khong_ro,Nhà riêng,3.0,6.0,3.0,-1.0,-1.0,576.0,1,0,1,0,1,0,0,0,0,cafeland,"Bán nhà riêng: Bán Nhà Hẻm 2/7 Bàu Cát 2, P14, Tân Bình","Bán nhà riêng Tân Bình, TP. Hồ Chí Minh Bán Nhà Hẻm Xe Hơi 2/7 Bàu Cát 2, P14, Tân Bình Diện tích: 6 x 16m – Công nhận  <SO>  Kết cấu: 1 trệt + 6 lầu Pháp lý: Sổ hồng riêng, hoàn công đầy đủ Giá bán:  <SO>  (thương lượng) Liên hệ: 0939.89.22.77 Giá : 28.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-hem-27-bau-cat-2-p14-tan-binh-3174110.html
7000.0,8.85366542803745,80.0,4.382026634673881,Quận Bình Tân,Khong_ro,Khong_ro,Nhà riêng,5.0,4.0,4.0,-1.0,-1.0,320.0,1,0,0,0,0,0,0,1,0,cafeland,"Bán nhà riêng: Bình Tân nhà 4 tầng  <SO> , chỉ  <SO> , hẻm xe tải thông","Bán nhà riêng Lê Đình Cẩn, Tân Tạo, TP. Hồ Chí Minh Bình Tân nhà 4 tầng  <SO> , chỉ  <SO> , hẻm xe tải thông * Đường sạch thoáng, kết nối nhanh Chiến Lược, Mã Lò, Hương lộ 2 * Kết cấu trệt 3lầu, 5pn công năng đầy đủ * Sổ chuẩn, hoàn công đủ Hãy gọi Hải, khi anh/chị thấy phù hợp (334184ld5) Giá : 7.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-binh-tan-nha-4-tang-80m2-chi-7ty-hem-xe-tai-thong-3174384.html
5950.0,8.691146498539675,60.0,4.0943445622221,Quận Bình Tân,Khong_ro,Khong_ro,Nhà riêng,3.0,5.0,3.0,-1.0,-1.0,300.0,1,0,0,1,0,0,0,0,0,cafeland,"Bán nhà riêng: Nhà đẹp 5 tầng tại Bình Tân, hẻm xe tải, chỉ hơn 5t","Bán nhà riêng Chiến Lược, Bình Trị Đông, TP. Hồ Chí Minh Nhà đẹp 5 tầng tại Bình Tân, hẻm xe tải, chỉ hơn 5t * Hẻm thông Hương lộ 2, Chiến Lược, Mã Lò * Dt  <SO> , không lộ giới, full nội thất * Sổ chuẩn, hoàn công đủ Hãy gọi Hải khi anh/chị thấy phù hợp (374428cl) Giá : 5.950.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-nha-dep-5-tang-tai-binh-tan-hem-xe-tai-chi-hon-5t-3174393.html
7500.0,8.922658299524402,64.0,4.1588830833596715,Quận Bình Tân,Khong_ro,Khong_ro,Nhà riêng,4.0,5.0,4.0,-1.0,-1.0,320.0,1,0,0,1,0,0,0,1,0,cafeland,"Bán nhà riêng: Bán Nhà Hương lộ 2, nhà 5 tầng mới đẹp, chỉ hơn 7t","Bán nhà riêng Hương lộ 2, Bình Trị Đông, TP. Hồ Chí Minh Hương lộ 2, nhà 5 tầng mới đẹp, chỉ hơn 7t * Hẻm xe tải thông, gần BV Bình Tân, Ngã Tư bốn xã, giáp Tân Phú * Thiết kế đẹp, dt(4×16m) 4pn full nội thất sang trọng * Sổ chuẩn, hoàn công đủ Hãy gọi Hải khi anh/chị thấy phù hợp (361704hl) Giá : 7.500.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-huong-lo-2-nha-5-tang-moi-dep-chi-hon-7t-3174382.html
6700.0,8.809862805379057,72.0,4.276666119016055,Quận Bình Tân,Khong_ro,Khong_ro,Nhà riêng,3.0,4.0,3.0,-1.0,-1.0,288.0,1,0,0,0,1,0,0,0,0,cafeland,"Bán nhà riêng: Bán nhà 4 tầng Hương lộ 2, dt  <SO> , chỉ hơn  <SO> ","Bán nhà riêng Hương lộ 2, Bình Trị Đông, TP. Hồ Chí Minh Nhà 4 tầng Hương lộ 2, dt  <SO> , chỉ hơn  <SO>  * Hẻm xe hơi kết nối nhanh Ao Đôi, Mã Lò, khu T.ê.n l.ử.a * Vị trí đẹp gần BV Bình Tân, UB Phường * Sổ chuẩn, hoàn công đủ Hãy gọi Hải, khi anh/chị thấy phù hợp (275840hl2) Giá : 6.700.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-4-tang-huong-lo-2-dt-72m2-chi-hon-6ty-3174383.html
6000.0,8.699514748210191,60.0,4.0943445622221,Quận Bình Tân,Khong_ro,Khong_ro,Nhà riêng,4.0,4.0,4.0,-1.0,-1.0,240.0,0,0,0,0,0,0,0,1,0,cafeland,"Bán nhà riêng: Chỉ  <SO> , nhà 4 tầng  <SO>  tại Bình Tân, đường xe tải thông","Bán nhà riêng Lê Đình Cẩn, Tân Tạo, TP. Hồ Chí Minh Chỉ  <SO> , nhà 4 tầng  <SO>  tại Bình Tân, đường xe tải thông * Mặt bằng kinh doanh rất tuyệt, đường nhựa rộng rãi, giao thông vô cùng tiện lợi * Kết cấu 4 tầng, sân thượng, 4pn * Sổ chuẩn, hoàn công đủ, giao dịch nhanh (298267ld4) Hãy gọi Hải, khi anh/chị thấy phù hợp Giá : 6.000.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-chi-6ty-nha-4-tang-64m2-tai-binh-tan-duong-xe-tai-thong-3174387.html
6500.0,8.779557455883728,64.0,4.1588830833596715,Quận Bình Tân,Khong_ro,Liên Khu 2,Nhà riêng,3.0,4.0,3.0,-1.0,-1.0,256.0,1,0,0,0,1,0,1,0,0,cafeland,"Bán nhà riêng: Bán nhà khu Gò Xoài Bình Tân, 4 tầng mới đẹp, hẻm xe hơi thông","Bán nhà riêng Đường Liên Khu 2-10, Bình Trị Đông, TP. Hồ Chí Minh Khu Gò Xoài Bình Tân, 4 tầng mới đẹp, hẻm xe hơi thông * Nhà chính chủ xây dựng để ở lâu dài, nên rất đẹp và vững chắc * Vị trí đẹp, thông Gò Xoài, Lô Tư, Tân Kỳ Tân Quý * Dt  <SO> , sân thượng, chỉ hơn  <SO>  * Sổ chuẩn, hoàn công đủ Hãy gọi Hải khi anh/chị thấy phù hợp (35019lk2.10) Giá : 6.500.000.000 VND Diện tích:  <SO> ",https://nhadat.cafeland.vn/ban-nha-rieng-ban-nha-khu-go-xoai-binh-tan-4-tang-moi-dep-hem-xe-hoi-thong-3174385.html
